vehicle_id,fuel_level,mileage,timestamp,location,driver_id
VEH-0230,81.2,81735.3,2024/02/23 00:57:00,n/a,DRV-0161
VEH-0092,10.2,90058.5,2024-06-08 10:05:00,Phoenix,DRV-0229
VEH-0009,44.7,85741.6,10-09-2024,Los Angeles,DRV-0252
VEH-0026,87.1,-191516.2,2024-01-09 14:01:00,,DRV-0057
VEH-0250,72.7,-179.2,2024/10/06 09:47:00,Chicago,DRV-0027
VEH-0059,48.1,154338.6,2024-06-27 09:20:00,Houston,DRV-0388
VEH-0125,36.9,115633.7,2024-02-05 06:00:00,Los Angeles,DRV-0236
VEH-0060,10.7%,4228.2,2024/12/07 07:31:00,Los Angeles,DRV-0193
VEH-0068,7.8,133090.1,13/11/2024 17:58,,DRV-0163
VEH-0146,82.3,233177.6,2024/04/23 11:46:00,Houston,DRV-0163
VEH-0195,unknown,244251.7,2024-05-27 04:24:00,UNKNOWN,DRV-0266
VEH-0053,25.2,194325.5,04/03/2024 00:32,n/a,DRV-0036
VEH-0030,78.3,42029.5,2024/05/21 14:36:00,Los Angeles,DRV-0124
VEH-0044,56.2,42703.4,16/07/2024 03:43,New York,DRV-0144
VEH-0159,48.3,104017.7,05/07/2024 08:45,Chicago,DRV-0089
VEH-0010,48.7%,223638.1 mi,2024-07-02 10:24:00,Houston,DRV-0209
VEH-0087,99.8,87678.0,2024-10-21 17:54:00,Los Angeles,DRV-0117
VEH-0189,30.7,136614.6 mi,2024-05-22 23:09:00,,DRV-0043
VEH-0141,4.9,143192.6,2024-06-28 09:17:00,,DRV-0202
VEH-0164,86.1,34325.0,01-08-2024,Chicago,DRV-0017
VEH-0003,128.4,85791.8,13/11/2024 06:06,Chicago,DRV-0371
VEH-0171,86.0,177446.3,10-23-2024,n/a,DRV-0118
VEH-0138,43.0,187465.0,07/12/2024 15:10,n/a,DRV-0033
VEH-0130,13.2,94096.9,17/07/2024 13:49,,DRV-0012
VEH-0119,15.6,109258.4,2024/07/18 16:18:00,Houston,DRV-0365
VEH-0110,94.7,99372.0 mi,2024/10/24 05:29:00,UNKNOWN,DRV-0005
VEH-0133,6.6,57058.8,2024/04/11 19:26:00,n/a,DRV-0194
VEH-0026,93.8,42771.5,2024-12-16 06:37:00,Chicago,DRV-0056
VEH-0067,105.8,67845.3,2024/12/20 12:34:00,New York,DRV-0102
VEH-0188,48.6,230184.9,2024/05/22 22:03:00,Phoenix,DRV-0275
VEH-0108,2.5,174172.2,2024-01-12 18:09:00,UNKNOWN,DRV-0315
VEH-0138,60.4,19244.9,04-22-2024,Chicago,DRV-0362
VEH-0241,144.0,66400.0,2024-05-27 03:35:00,UNKNOWN,DRV-0017
VEH-0039,6.1,195190.4,2024-03-16 20:00:00,UNKNOWN,DRV-0387
VEH-0044,89.3,104862.0,04-24-2024,UNKNOWN,DRV-0214
VEH-0221,115.7,177043.0,2024/04/08 11:42:00,Chicago,DRV-0290
VEH-0247,33.6,244631.4 mi,2024-11-29 02:13:00,Los Angeles,DRV-0152
VEH-0197,44.0,69592.1,2024/03/29 21:48:00,Phoenix,DRV-0183
VEH-0018,unknown,90974.9,2024/08/08 23:21:00,New York,DRV-0326
VEH-0031,97.2,128153.8,22/02/2024 19:46,UNKNOWN,DRV-0162
VEH-0110,40.1,200017.7,2024/06/01 14:45:00,UNKNOWN,DRV-0016
VEH-0122,29.8,159523.2,2024-07-16 01:29:00,Phoenix,DRV-0143
VEH-0117,62.5,17944.0,2024-07-22 09:06:00,Houston,DRV-0175
VEH-0228,95.8,125768.2,2024-11-26 17:57:00,Chicago,DRV-0309
VEH-0191,39.3,240440.6,06-07-2024,Houston,DRV-0121
VEH-0152,52.5,243507.8,04-23-2024,Houston,DRV-0119
VEH-0020,106.3,111853.1,2024-11-20 02:06:00,New York,DRV-0062
VEH-0080,71.5,165049.3,12/10/2024 09:57,Los Angeles,DRV-0193
VEH-0243,75.5,25781.0,2024/06/02 12:08:00,New York,DRV-0322
VEH-0004,35.2,10775.0,31/05/2024 13:27,New York,DRV-0010
VEH-0053,22.8,230555.8,05-23-2024,,DRV-0067
VEH-0091,67.7,193060.1,2024-06-17 04:45:00,n/a,DRV-0037
VEH-0147,82.8,183403.6,20/06/2024 22:05,n/a,DRV-0342
VEH-0043,39.0,215894.3,24/09/2024 06:20,Phoenix,DRV-0345
VEH-0042,28.6,,2024/10/30 19:36:00,Los Angeles,DRV-0279
VEH-0033,92.1,-15269.5,04-16-2024,Houston,DRV-0347
VEH-0225,81.4,153804.9,10-19-2024,n/a,DRV-0005
VEH-0078,56.1,-219163.4,2024/05/01 18:09:00,Phoenix,DRV-0248
VEH-0072,unknown,126489.5,16/02/2024 08:41,Phoenix,DRV-0117
VEH-0127,10.4,30893.1,02-06-2024,,DRV-0030
VEH-0035,86.3,,2024-04-20 04:42:00,Chicago,DRV-0119
VEH-0176,58.2,92793.1,15/03/2024 07:42,UNKNOWN,DRV-0382
VEH-0080,77.7,168354.9,2024/05/01 04:51:00,Chicago,DRV-0021
VEH-0212,32.9,78646.9,2024/04/10 07:59:00,Chicago,DRV-0171
VEH-0103,89.3,110845.0,2024/04/03 22:09:00,n/a,DRV-0320
VEH-0231,58.7,111432.5,11-01-2024,n/a,DRV-0139
VEH-0123,90.1,232501.3,2024-11-28 02:02:00,Houston,DRV-0218
VEH-0042,82.3,139047.7,2024-10-23 15:28:00,Houston,DRV-0369
VEH-0250,,83683.8,02-10-2024,Phoenix,DRV-0339
VEH-0204,96.4,94246.5,2024/07/05 01:40:00,New York,DRV-0151
VEH-0053,37.3,232157.6,2024-03-05 08:32:00,,DRV-0234
VEH-0249,57.3,53811.0,2024/12/26 20:50:00,New York,DRV-0287
VEH-0040,93.2,22252.4,2024/10/09 13:08:00,Los Angeles,DRV-0041
VEH-0057,27.6,176744.1,2024/04/20 06:29:00,Chicago,DRV-0145
VEH-0047,97.5,162581.4,2024-09-06 15:42:00,Chicago,DRV-0079
VEH-0161,56.8,68666.5,08-16-2024,Houston,DRV-0040
VEH-0222,31.8,199075.0,28/08/2024 16:25,New York,DRV-0253
VEH-0049,40.8,171866.2,10-05-2024,Houston,DRV-0355
VEH-0103,34.1,75289.8,2024/01/26 11:31:00,Chicago,DRV-0178
VEH-0138,24.8,185986.6,2024/06/20 14:08:00,Phoenix,DRV-0366
VEH-0044,40.8,221595.1,05-04-2024,Chicago,DRV-0161
VEH-0245,96.2,222555.2,14/06/2024 16:49,Phoenix,DRV-0178
VEH-0197,88.5,21676.6,28/02/2024 07:42,UNKNOWN,DRV-0079
VEH-0018,65.5,104590.8,2024/12/17 00:51:00,Houston,DRV-0315
VEH-0047,6.9,N/A,03/06/2024 18:59,Houston,DRV-0094
VEH-0096,1.0,,01/01/2024 21:21,UNKNOWN,DRV-0005
VEH-0236,13.4,157389.4,2024/11/10 18:23:00,Phoenix,DRV-0071
VEH-0093,85.2,-171006.2,2024/06/13 07:11:00,,DRV-0054
VEH-0073,62.4,207545.7,14/05/2024 09:49,,DRV-0106
VEH-0220,8.8%,158462.5,07/04/2024 15:38,UNKNOWN,DRV-0169
VEH-0084,47.4,111693.0,2024/03/04 21:46:00,New York,DRV-0183
VEH-0222,13.0,86406.8,2024/04/16 01:24:00,UNKNOWN,DRV-0378
VEH-0123,85.3,66149.3,10-23-2024,Phoenix,DRV-0188
VEH-0193,49.2,16052.2,01-24-2024,,DRV-0122
VEH-0023,4.9,586.9,17/05/2024 17:37,n/a,DRV-0020
VEH-0081,73.7,71629.9,2024-05-13 22:58:00,Chicago,DRV-0213
VEH-0090,18.3,143493.8,2024-07-31 10:11:00,n/a,DRV-0097
VEH-0216,28.5%,157692.6,2024/04/04 12:24:00,Phoenix,DRV-0270
VEH-0215,39.7,65731.1 mi,12-28-2024,Los Angeles,DRV-0351
VEH-0053,69.4,128163.7,14/07/2024 17:30,,DRV-0119
VEH-0033,,218404.6 mi,11-10-2024,UNKNOWN,DRV-0324
VEH-0107,62.6,32811.2,2024-06-03 14:52:00,Houston,DRV-0131
VEH-0249,,139973.3,2024-05-17 02:31:00,UNKNOWN,DRV-0049
VEH-0126,68.0,19059.8 mi,09-25-2024,,DRV-0152
VEH-0112,98.7,241279.7,2024-04-18 11:26:00,,DRV-0021
VEH-0221,2.6,6047.9 mi,2024/09/18 20:08:00,,DRV-0226
VEH-0070,,237857.5,28/10/2024 16:51,Phoenix,DRV-0307
VEH-0050,54.5,246167.4,2024/08/19 12:36:00,Houston,DRV-0391
VEH-0231,87.7,183767.8,08-20-2024,Los Angeles,DRV-0149
VEH-0111,87.5,42640.1,29/12/2024 09:18,New York,DRV-0002
VEH-0161,90.9,159482.6,2024/08/18 18:16:00,UNKNOWN,DRV-0357
VEH-0113,69.1%,,11-10-2024,Phoenix,
VEH-0232,26.1,213336.6,2024/07/20 15:13:00,n/a,DRV-0330
VEH-0006,37.2%,211753.0,2024/04/08 19:09:00,New York,DRV-0111
VEH-0216,35.8,247376.3,07-09-2024,,DRV-0167
VEH-0110,51.8,219343.3,2024-11-18 23:48:00,Los Angeles,DRV-0076
VEH-0165,unknown,157890.1,2024-07-07 14:17:00,New York,DRV-0293
VEH-0062,74.2,13069.8,01-21-2024,Los Angeles,DRV-0235
VEH-0160,40.6,231646.3,09-20-2024,UNKNOWN,DRV-0216
VEH-0157,66.3,209072.8,06-23-2024,n/a,DRV-0182
VEH-0207,76.2,,2024/02/27 01:35:00,Houston,DRV-0322
VEH-0139,54.5,39969.9,2024-04-05 16:36:00,Los Angeles,DRV-0057
VEH-0031,55.9,80290.5,2024-02-21 22:41:00,Phoenix,DRV-0061
VEH-0064,66.6,71556.1,08-06-2024,UNKNOWN,DRV-0353
VEH-0156,22.8,69900.4,2024-06-05 01:32:00,,DRV-0166
VEH-0197,109.1,229122.3,25/12/2024 00:48,Los Angeles,DRV-0238
VEH-0242,16.0,5838.0,01-30-2024,Los Angeles,DRV-0233
VEH-0047,34.6,-224197.1,2024/10/09 20:53:00,Chicago,DRV-0217
VEH-0181,,156059.5,2024/04/30 03:32:00,Chicago,DRV-0170
VEH-0080,71.5,42796.2,02-08-2024,UNKNOWN,DRV-0003
VEH-0063,50.5%,37387.3,01-05-2024,Phoenix,DRV-0282
VEH-0109,78.0,192806.2 mi,2024-02-25 02:53:00,New York,DRV-0188
VEH-0048,50.5,,2024/11/09 16:50:00,Houston,DRV-0264
VEH-0128,44.3,149823.4,02-06-2024,Chicago,DRV-0149
VEH-0186,80.1,98023.4,2024/08/11 21:53:00,Phoenix,DRV-0125
VEH-0017,18.2,227112.6,2024-04-08 18:39:00,Chicago,DRV-0103
VEH-0070,2.0,146650.4,10-07-2024,Los Angeles,DRV-0170
VEH-0078,16.8,184218.4,16/08/2024 04:14,,DRV-0320
VEH-0058,50.7,171847.5,2024-04-23 07:10:00,Phoenix,DRV-0372
  ,,117451.1,07-05-2024,Houston,DRV-0368
VEH-0050,9.1,128469.0 mi,2024-07-04 09:44:00,UNKNOWN,DRV-0310
VEH-0133,33.3,109574.7,10-07-2024,Phoenix,DRV-0382
VEH-0075,28.9,225020.8,2024/08/09 02:35:00,Phoenix,DRV-0151
VEH-0043,72.0,160942.7,04-14-2024,Phoenix,DRV-0037
VEH-0226,34.2,192443.1,07/12/2024 18:10,Houston,DRV-0012
VEH-0231,40.7,190590.3,12-12-2024,New York,DRV-0025
VEH-0151,3.9,5461.7,30/01/2024 01:24,n/a,DRV-0279
VEH-0061,69.0,9828.0,2024/09/12 07:43:00,Chicago,DRV-0106
VEH-0223,95.7,106776.3,06-18-2024,Los Angeles,DRV-0167
VEH-0175,13.8,153041.6,2024-12-18 06:46:00,New York,DRV-0093
VEH-0186,57.7,68513.8,17/09/2024 01:26,Houston,DRV-0318
VEH-0117,85.5,220640.0,09-28-2024,Chicago,DRV-0328
VEH-0214,37.7,103379.1,06-16-2024,Phoenix,DRV-0139
VEH-0220,79.8,230364.4,2024-11-17 06:21:00,UNKNOWN,DRV-0219
VEH-0092,24.3,186187.7,2024/10/04 10:57:00,Chicago,
VEH-0204,35.7,231548.5,03-21-2024,Chicago,DRV-0370
VEH-0207,78.4,141545.2,2024-02-26 02:30:00,Los Angeles,DRV-0092
VEH-0241,7.3,175820.0,11-13-2024,New York,DRV-0398
VEH-0226,38.0,112121.3,2024/04/30 14:53:00,New York,DRV-0139
VEH-0213,53.6,77381.9,2024-01-29 19:08:00,Houston,DRV-0301
VEH-0050,12.9,179999.2,09-10-2024,n/a,DRV-0133
VEH-0024,36.3,219819.9 mi,09/12/2024 22:03,Chicago,DRV-0238
VEH-0024,9.4,144570.0,2024/11/01 17:06:00,n/a,DRV-0160
VEH-0056,unknown,8356.6,2024-08-25 15:31:00,New York,DRV-0103
VEH-0165,37.5,200953.6,2024-05-17 03:19:00,Los Angeles,DRV-0037
VEH-0152,4.9,96571.9,2024-06-15 12:00:00,Chicago,DRV-0300
VEH-0209,23.3,6100.2,2024/03/11 02:59:00,n/a,DRV-0185
VEH-0027,34.5,26620.4,2024/12/17 20:24:00,New York,DRV-0250
VEH-0018,1.1,206637.8,26/11/2024 11:53,Los Angeles,DRV-0161
VEH-0210,41.9,175274.4,06/05/2024 20:00,New York,DRV-0096
VEH-0147,0.7,204849.6,03-20-2024,Chicago,DRV-0398
VEH-0244,85.7,99013.6,07/06/2024 09:13,New York,DRV-0233
VEH-0158,50.1,-113986.5,03-09-2024,Phoenix,DRV-0230
VEH-0040,,N/A,2024-04-28 04:13:00,Los Angeles,DRV-0022
VEH-0198,17.9,200000.9,07-19-2024,n/a,DRV-0129
VEH-0158,65.9,156175.2,2024/02/19 22:17:00,New York,DRV-0266
VEH-0129,99.2,52078.8,13/12/2024 08:40,Phoenix,DRV-0081
VEH-0091,79.8,81563.5,2024-07-01 05:53:00,Los Angeles,DRV-0084
VEH-0134,43.5,230172.9,2024-03-17 07:42:00,Chicago,DRV-0327
VEH-0190,32.9,146948.9,2024-11-09 22:27:00,n/a,DRV-0213
VEH-0149,57.6,105859.7,2024-01-10 04:19:00,Houston,DRV-0230
VEH-0119,,39375.1,2024/01/30 00:26:00,UNKNOWN,DRV-0309
VEH-0095,85.9,187089.0,2024/01/13 21:30:00,n/a,DRV-0108
VEH-0023,35.7,88447.3,2024-09-20 05:19:00,Phoenix,DRV-0164
VEH-0174,28.8,134555.0,2024/11/04 03:15:00,Los Angeles,DRV-0028
VEH-0227,9.1,40361.9,2024/08/28 10:09:00,,DRV-0086
VEH-0051,24.0,18965.8,04/01/2024 05:46,Houston,DRV-0361
VEH-0166,41.2,34599.4,2024-04-30 01:22:00,UNKNOWN,DRV-0236
VEH-0189,56.0,197418.4 mi,07/11/2024 12:42,Houston,DRV-0079
VEH-0143,71.2,44612.7,05-23-2024,n/a,DRV-0119
VEH-0064,70.4,242564.3 mi,20/07/2024 03:15,,DRV-0379
VEH-0164,38.6,17758.7,2024/02/07 06:42:00,Houston,DRV-0283
VEH-0147,43.6,39225.7,11-12-2024,,DRV-0299
VEH-0040,83.7,59955.0,06-21-2024,n/a,DRV-0277
VEH-0175,53.8,113620.7,01-12-2024,n/a,DRV-0172
VEH-0079,,187843.8,2024-12-24 01:29:00,Los Angeles,DRV-0357
VEH-0061,80.4,69690.0,2024-11-26 10:04:00,New York,DRV-0018
VEH-0175,9.2,229328.4,17/12/2024 07:44,n/a,DRV-0248
VEH-0182,28.1,167004.9,09-30-2024,Los Angeles,DRV-0211
VEH-0115,23.4,130316.9,2024/05/27 21:55:00,Los Angeles,
VEH-0102,78.8,64758.8,10/11/2024 14:12,Houston,DRV-0278
VEH-0235,18.1,67199.4,2024/06/29 03:43:00,Houston,DRV-0232
VEH-0200,77.1,18511.2,22/04/2024 13:00,Chicago,DRV-0091
VEH-0150,62.3,2511.7,04-16-2024,Phoenix,DRV-0389
VEH-0088,43.0,80074.7,2024/06/06 20:01:00,Phoenix,DRV-0393
VEH-0059,71.4,229160.8,2024/01/30 19:46:00,New York,DRV-0106
VEH-0130,57.6,237648.5,25/05/2024 16:36,Phoenix,DRV-0019
VEH-0061,51.2,131751.9,2024-01-11 11:56:00,Los Angeles,DRV-0159
VEH-0163,140.3,197008.8,2024-03-08 23:12:00,Chicago,DRV-0039
VEH-0181,26.5,171522.8,22/09/2024 21:43,,DRV-0347
VEH-0192,,205905.9,2024-08-19 17:53:00,,DRV-0350
VEH-0212,87.7,249083.6,2024/08/27 11:47:00,UNKNOWN,DRV-0021
VEH-0054,unknown,,2024/05/22 14:39:00,Los Angeles,DRV-0344
VEH-0238,22.0,50293.2,2024/01/12 01:14:00,,DRV-0314
VEH-0101,96.2,78211.2,2024-07-29 09:25:00,Chicago,DRV-0208
VEH-0051,7.0,46411.7,2024/05/15 11:43:00,Phoenix,DRV-0304
VEH-0202,16.7%,125089.9,2024/04/30 14:08:00,Los Angeles,DRV-0236
VEH-0233,78.4,113315.4,2024-04-18 21:17:00,New York,DRV-0051
VEH-0090,54.4,20431.3,07-25-2024,Houston,DRV-0281
,100.0,192362.2,2024-01-23 02:21:00,n/a,DRV-0381
  ,35.5,12290.2,06-28-2024,,DRV-0002
VEH-0147,7.3,70150.2,2024/10/20 20:15:00,UNKNOWN,DRV-0290
VEH-0209,80.6,197507.6,2024-02-29 13:01:00,Los Angeles,DRV-0237
VEH-0195,107.1,218783.4 mi,2024-09-01 06:40:00,,DRV-0101
,47.5,224488.8,2024/12/29 02:52:00,Phoenix,DRV-0080
VEH-0096,2.6,85312.0,2024-04-28 17:08:00,Houston,DRV-0114
VEH-0079,79.8,108895.8,04/03/2024 18:53,UNKNOWN,DRV-0213
VEH-0188,92.0,,22/08/2024 15:04,New York,DRV-0321
VEH-0116,57.8,208152.9,2024/03/05 19:51:00,Houston,DRV-0178
VEH-0086,5.8,93061.3,26/11/2024 21:30,Chicago,DRV-0029
VEH-0118,21.6,20951.0,18/02/2024 19:53,n/a,DRV-0198
VEH-0216,unknown,75241.6,08-12-2024,New York,DRV-0333
VEH-0223,43.1,94760.1,2024/03/29 01:24:00,Chicago,DRV-0352
VEH-0211,83.9,2854.5,2024/06/25 13:20:00,Chicago,DRV-0201
VEH-0164,70.6,155672.4,31/07/2024 19:19,Houston,DRV-0245
VEH-0093,35.7,41067.6,06-23-2024,Los Angeles,DRV-0210
VEH-0061,64.9,186511.2,08-28-2024,New York,DRV-0185
VEH-0055,33.2,38735.4,31/08/2024 12:33,UNKNOWN,DRV-0215
VEH-0174,140.7,173919.4,2024-07-15 19:08:00,Chicago,DRV-0064
VEH-0229,32.5,23684.7,08-03-2024,n/a,DRV-0373
VEH-0069,49.4,51342.0,2024-08-10 15:21:00,New York,DRV-0159
VEH-0198,67.2,4927.6,2024/04/08 00:56:00,New York,DRV-0025
VEH-0175,22.9,,29/08/2024 09:16,New York,DRV-0138
VEH-0021,49.9,154538.9,05/12/2024 02:36,Los Angeles,DRV-0358
VEH-0170,78.5,48928.2,05-03-2024,,DRV-0264
VEH-0052,89.7,211531.1,2024-04-20 22:35:00,Houston,DRV-0096
VEH-0179,,167826.1,2024/05/15 10:43:00,New York,DRV-0214
VEH-0091,88.5,144255.1,28/03/2024 11:21,n/a,DRV-0374
VEH-0172,77.9%,32753.7,2024-03-07 16:39:00,New York,DRV-0241
VEH-0102,4.2,124073.8,2024-04-26 14:59:00,UNKNOWN,DRV-0139
VEH-0003,35.6,246628.8,07/07/2024 18:40,n/a,DRV-0400
VEH-0246,unknown,25355.2,2024/10/03 10:15:00,Houston,DRV-0209
VEH-0249,60.8,191220.8,2024-01-21 22:36:00,Houston,DRV-0356
VEH-0205,5.8,27878.1,10-05-2024,Phoenix,DRV-0378
VEH-0123,64.2,,16/02/2024 02:27,Houston,DRV-0384
VEH-0036,3.1,236725.7,2024-06-15 12:00:00,Houston,DRV-0122
VEH-0218,96.6,98788.8,16/05/2024 00:28,UNKNOWN,DRV-0029
VEH-0099,31.3,115590.4,2024-04-26 08:56:00,Chicago,DRV-0301
VEH-0104,20.0%,N/A,10-02-2024,UNKNOWN,DRV-0032
VEH-0002,25.3,129350.3,2024-08-21 11:37:00,Los Angeles,DRV-0280
VEH-0086,68.8,79829.2,06-19-2024,New York,DRV-0323
VEH-0164,27.6,219272.6,2024/07/02 20:40:00,UNKNOWN,DRV-0116
VEH-0136,128.0,109544.7,30/03/2024 12:34,,DRV-0138
VEH-0222,60.3,246497.9,2024/02/01 03:00:00,UNKNOWN,DRV-0358
VEH-0186,101.5,102295.6,10-15-2024,Los Angeles,DRV-0082
VEH-0195,50.3,12869.7,2024/12/23 09:43:00,New York,DRV-0114
VEH-0131,77.5,,29/01/2024 22:35,New York,DRV-0014
VEH-0160,96.4,134745.2,07-15-2024,New York,DRV-0099
VEH-0073,36.0,239200.0,2024/06/27 02:56:00,New York,DRV-0373
VEH-0141,11.3,-142546.8,16/03/2024 08:43,Phoenix,DRV-0071
VEH-0028,46.0,14540.9,2024-03-15 04:16:00,Los Angeles,DRV-0061
VEH-0079,45.6,,03/12/2024 05:15,Chicago,DRV-0307
VEH-0181,34.6,43152.3,20/11/2024 06:15,UNKNOWN,DRV-0305
VEH-0228,57.4,239011.8,2024-07-15 23:28:00,Los Angeles,
VEH-0089,81.3,135440.1,04-05-2024,Chicago,DRV-0032
VEH-0159,8.0,22456.4,08/11/2024 02:30,UNKNOWN,DRV-0009
VEH-0165,127.2,N/A,2024/02/24 14:55:00,n/a,DRV-0251
VEH-0104,62.3,77229.4,2024/03/12 13:48:00,UNKNOWN,DRV-0065
VEH-0087,5.2,221061.3,07-13-2024,New York,DRV-0265
VEH-0115,21.5,30120.5,21/01/2024 00:32,UNKNOWN,DRV-0215
VEH-0157,5.0,64265.7,04/01/2024 01:14,UNKNOWN,DRV-0366
VEH-0033,74.2,,2024-03-29 12:01:00,Houston,DRV-0041
VEH-XXXX,21.0,5761.8,04/03/2024 23:44,UNKNOWN,DRV-0156
VEH-XXXX,48.3,54007.9,2024-02-24 07:37:00,n/a,DRV-0024
VEH-0163,67.4%,201065.3,2024-10-29 17:58:00,,DRV-0381
VEH-0064,,100212.9 mi,19/09/2024 10:00,Phoenix,DRV-0238
VEH-0023,93.2,25627.4,2024/06/14 14:35:00,Houston,DRV-0219
VEH-0238,19.1,129279.5,2024/06/04 02:56:00,New York,DRV-0309
VEH-0139,58.2,100365.4,03/07/2024 10:20,New York,DRV-0060
VEH-0123,149.6,101973.6,12/10/2024 05:56,New York,DRV-0396
VEH-0125,62.3,185406.8,2024/11/21 19:02:00,Los Angeles,DRV-0004
VEH-0178,47.7,87704.8,11-11-2024,Phoenix,DRV-0153
  ,108.1,79073.1,02-27-2024,,DRV-0352
VEH-0213,58.2,67248.4,08/08/2024 03:23,Los Angeles,DRV-0020
VEH-0246,93.8,68891.7,21/07/2024 09:17,New York,DRV-0356
VEH-0174,3.1,96996.7,05-07-2024,n/a,DRV-0201
VEH-0080,35.3,160552.4,08/11/2024 07:21,,DRV-0376
VEH-0038,135.2,170035.2 mi,2024/02/05 21:46:00,Phoenix,DRV-0257
VEH-0075,36.7,26451.3,11/05/2024 13:59,Phoenix,DRV-0189
VEH-0069,unknown,147021.6,06-12-2024,UNKNOWN,DRV-0292
VEH-0042,11.0,72296.9,2024/08/04 01:32:00,Phoenix,DRV-0129
VEH-0126,3.5,9313.5,2024/05/13 05:17:00,n/a,DRV-0070
VEH-0193,76.5,,2024/01/03 01:50:00,UNKNOWN,DRV-0075
VEH-0046,10.8,84715.2,2024/11/13 09:29:00,Phoenix,DRV-0353
VEH-0138,52.6,42919.8 mi,06-01-2024,Houston,DRV-0331
VEH-0132,64.1,77913.2,2024-09-29 07:42:00,New York,DRV-0357
VEH-0139,66.5,43842.8,2024/09/23 09:08:00,Houston,DRV-0302
VEH-0224,42.5,9392.8,12-24-2024,n/a,DRV-0377
VEH-0173,61.0,N/A,2024-11-14 23:37:00,Los Angeles,DRV-0206
VEH-0109,9.6,106143.2,08-27-2024,Phoenix,DRV-0233
VEH-0180,16.6,94934.4,2024-05-11 04:54:00,Chicago,DRV-0061
VEH-0235,44.9,134423.0,2024/09/20 10:41:00,Houston,DRV-0239
VEH-0110,135.7,197153.7,09-16-2024,Chicago,
VEH-0054,24.5,N/A,14/06/2024 21:31,n/a,DRV-0194
  ,62.7,N/A,10/07/2024 21:48,UNKNOWN,DRV-0017
,97.1,44288.4,2024/06/17 01:40:00,UNKNOWN,DRV-0204
VEH-0150,65.9,68139.4 mi,2024-07-17 09:45:00,Phoenix,DRV-0394
VEH-0146,unknown,136653.7,07/07/2024 16:22,n/a,DRV-0264
VEH-0160,92.9,,2024-07-31 18:37:00,n/a,DRV-0287
VEH-0084,76.6,124487.1,2024/05/12 05:17:00,UNKNOWN,DRV-0283
VEH-0019,27.9,239718.0,06-26-2024,,DRV-0249
VEH-XXXX,99.1,,13/11/2024 03:34,UNKNOWN,DRV-0389
VEH-0089,96.9,216376.8,01-07-2024,New York,DRV-0193
VEH-0069,69.5,104499.8,2024/01/11 04:25:00,Los Angeles,DRV-0329
VEH-0096,14.7,18311.4,2024/09/27 18:57:00,Houston,DRV-0311
VEH-0213,85.8,24341.7,26/11/2024 08:32,UNKNOWN,DRV-0137
VEH-0079,13.7,237559.3,16/10/2024 21:49,Los Angeles,DRV-0229
VEH-0250,30.0,,2024-09-25 04:32:00,Phoenix,DRV-0303
VEH-0018,94.9,19568.6,2024-06-15 12:00:00,Phoenix,DRV-0307
VEH-0086,50.2,181367.0,15/06/2024 20:09,,DRV-0138
VEH-0053,77.3,84742.5,2024-11-22 00:24:00,Chicago,DRV-0196
VEH-0162,27.5,98644.0,08/07/2024 11:51,n/a,DRV-0048
VEH-0099,147.9,213654.4,2024-12-05 22:43:00,New York,
VEH-0159,93.3%,-160641.3,12-29-2024,Houston,DRV-0105
VEH-0187,26.3,8937.1,05-27-2024,n/a,DRV-0197
VEH-0154,68.1,178996.2,2024/07/16 08:23:00,New York,DRV-0167
VEH-0104,59.1,228301.5,2024/08/23 07:55:00,Phoenix,DRV-0348
VEH-0046,31.7,64539.5,2024/08/09 04:24:00,,DRV-0052
VEH-0078,63.2,N/A,15/07/2024 14:11,,DRV-0054
VEH-0095,99.3,11227.8,11/08/2024 07:19,Phoenix,DRV-0226
VEH-0024,12.6,147332.9,11-23-2024,Houston,DRV-0027
VEH-0194,82.8,192810.8,2024/08/28 04:49:00,Los Angeles,DRV-0270
VEH-0141,26.9,163558.9,2024/09/19 21:03:00,Los Angeles,DRV-0207
VEH-0126,3.3,75986.6,2024-07-24 09:04:00,Phoenix,DRV-0091
VEH-0202,7.1,160604.8,2024/10/11 07:40:00,New York,DRV-0192
VEH-0020,55.1,89885.8 mi,2024/10/14 20:13:00,UNKNOWN,DRV-0220
VEH-0207,unknown,130324.0,21/04/2024 13:13,Chicago,DRV-0062
VEH-0174,2.3,203617.1,2024-11-19 06:24:00,Chicago,DRV-0204
VEH-0003,22.2,67372.5,2024-04-19 23:42:00,n/a,DRV-0091
VEH-0040,36.7,N/A,2024/09/21 00:31:00,Phoenix,DRV-0153
VEH-0237,,133400.6,21/09/2024 00:20,UNKNOWN,DRV-0306
VEH-0008,112.2,2881.5,05-18-2024,UNKNOWN,DRV-0035
VEH-0153,94.2,16079.8,2024/09/20 18:01:00,Los Angeles,DRV-0324
VEH-0197,91.5,52163.0,12-25-2024,n/a,DRV-0093
VEH-0153,32.6%,118913.8,03-03-2024,UNKNOWN,DRV-0175
VEH-0211,29.7,,05-25-2024,,DRV-0137
VEH-0137,87.8,146463.0,06/10/2024 13:37,Phoenix,DRV-0025
VEH-0154,17.0,179615.0,2024/07/18 13:01:00,UNKNOWN,DRV-0214
VEH-0200,15.2%,166677.2,2024/08/24 00:56:00,UNKNOWN,DRV-0281
VEH-0146,57.6,40364.5,16/02/2024 16:01,Houston,DRV-0015
